t,qx,qy,qz,qw
0.584,0.22953027277920116,0.25917916677646025,0.012636105986312311,0.938073740285095
0.6,0.2312570731534389,0.25932185749298314,0.015325278887992486,0.9375699846784236
0.616,0.2329763373307487,0.259396004778025,0.017980100222979866,0.937076547004096
0.632,0.2346822477857428,0.25940329330759243,0.02062627954449228,0.936594218745535
0.648,0.23637781093716562,0.2593445059534177,0.023263336447320863,0.9361222008400774
0.668,0.23849552444591243,0.2591723913118341,0.026501805379256636,0.9355464770456969
0.692,0.24102649513720847,0.2588329976915584,0.03036764797822367,0.9348740631251601
0.712,0.2431242176402368,0.2584393497274531,0.033592740999389796,0.9343293022598734
0.732,0.24522302556119227,0.2579358381995692,0.03680542208803686,0.9337987641948462
0.752,0.24733069792455065,0.25732497160833634,0.040001372036900754,0.9332798482160048
0.772,0.2494368651099577,0.25662332540123156,0.04320697968161075,0.9327694656724798
0.792,0.251546713844319,0.25584185817282895,0.046421998138080636,0.9322629416906297
0.812,0.2536849651106405,0.25504378995320903,0.049639733445012636,0.9317362827252272
0.836,0.25630917845824314,0.25411623382580234,0.05349502158084946,0.9310579076568305
0.856,0.258539261590421,0.25335440765710243,0.05670695044459498,0.9304586590001046
0.88,0.26124804013355996,0.25244760133329525,0.06062060496664007,0.9297014641060419
0.896,0.26307993805849944,0.25182033373669066,0.06322979072519579,0.9291810691532226
0.912,0.2649336499689264,0.251167086317777,0.06583203346479892,0.928650310523111
0.932,0.26728172442919657,0.2503073154539106,0.06907333018533365,0.9279739234878961
0.948,0.2691825830126182,0.24958157253623853,0.07167296288338583,0.9274226447766466
0.972,0.27207763732246865,0.2484038460488718,0.07554279775190452,0.9265865174094465
0.996,0.2750427064542233,0.2471029944678492,0.07931593720994573,0.9257432699489995
1.016,0.27755194610032946,0.24592836732310525,0.08245309597062953,0.9250327790551911
1.036,0.28009642326633416,0.24465902212471652,0.08557498539374636,0.9243186022369365
1.052,0.2821579583805951,0.24356498268061968,0.08804781002949404,0.9237481090012006
1.072,0.2847628974417769,0.24209176846282543,0.09111589771818178,0.9230382229713544
1.092,0.28739204878000824,0.2404969973405399,0.09417956471835734,0.9223324856892304
1.116,0.2906104008417609,0.23837990385175645,0.09774140993227802,0.9215027038195107
1.132,0.29278785339949326,0.23685985186224456,0.1000645349205916,0.9209559014027969
1.152,0.29556379261061416,0.23489771405037024,0.10292270878001042,0.9202564992701359
1.172,0.29840259194936647,0.2328776614480123,0.10573156819936183,0.9195350582780999
1.192,0.30129037076193027,0.2307890505020341,0.10850062236229867,0.9187971166702157
1.212,0.30420811520558866,0.22862030588146273,0.11124232182897598,0.9180497395107894
1.236,0.30774131003294264,0.22587716894896673,0.11444799529197797,0.9171567188983875
1.252,0.3101012070856623,0.22396064690402756,0.116553361590206,0.91656651908324
1.272,0.3130383848667694,0.22146946326371256,0.11917205063668708,0.9158363766463605
1.288,0.3153712597449241,0.2193932563370582,0.12125283089386332,0.9152624315467918
1.308,0.31825653871055665,0.21669587701089243,0.12384035188852689,0.914559587833719
1.336,0.32221268142469406,0.21273473058087297,0.12745431481369862,0.9136073116876652
1.356,0.3249646712041396,0.2097744368112317,0.13002791518608692,0.9129542099153034
1.38,0.3281717214436117,0.20608012429631603,0.13310804250581018,0.9122042274814467
1.404,0.33126730090699197,0.2022452207225567,0.13617867924795282,0.9114901060148508
1.424,0.33375835017196376,0.19895406675594132,0.13874257563824396,0.9109188441991017
1.44,0.33571287147263645,0.19630240113600264,0.1408229635381438,0.910456549307089
1.46,0.3381354813439918,0.1929789254810245,0.1434046323530694,0.9098673760478158
1.48,0.3405280015231175,0.18962031333467236,0.14595332462723898,0.9092757799368617
1.5,0.3428885717807941,0.18619497686065595,0.14843973846926076,0.9086938439194823
1.516,0.3447391576990742,0.18341229925512156,0.15041118430616815,0.9082352763829968
1.54,0.3474448080790264,0.17915417402417688,0.15332506960851666,0.9075666974378176
1.56,0.349630739869892,0.175527429127891,0.1557069124022974,0.9070302226452702
1.576,0.35133210101853274,0.17257313526410872,0.15756544216046994,0.9066186625124121
1.596,0.35338714380124103,0.16881907880122973,0.15985878077462962,0.9061251654368474
1.612,0.3549770786358885,0.16575878599634092,0.161630374363781,0.9057543378815105
1.628,0.3565116211171545,0.16265943919866682,0.16338064157950255,0.9053994349485005
1.652,0.35870583094718156,0.15793842719756032,0.1659695870632249,0.904897605383568
1.668,0.36009085567570703,0.15474096415304472,0.16767160925647254,0.904586115923226
1.684,0.36141000856870525,0.15150200575008166,0.16935556497794219,0.904294554097874
1.708,0.3632556088288013,0.1465607573761221,0.17184191382064395,0.9039002509714292
1.728,0.364669310598547,0.1423596549624189,0.17386810467450642,0.9036149095291957
1.748,0.3659786606501044,0.13805920892201687,0.1758001160765753,0.9033789868975508
1.772,0.3674190624174207,0.13284380260772863,0.17808338923481562,0.9031290401485624
1.788,0.36834210391302813,0.12937937142409683,0.17959790700771913,0.9029560701015727
1.808,0.3694513013183613,0.1250540932712709,0.18146239220450816,0.9027395028055917
1.828,0.37049737380831266,0.12072869244792023,0.18329741466741278,0.9025288563792304
1.844,0.3712792360806345,0.11726578394706391,0.1847478633742872,0.902368379182968
1.864,0.37219676987433636,0.11287838132171805,0.18640844442296767,0.9022083613961404
1.884,0.37303187642068086,0.10845179827255332,0.18795459922040172,0.9020856363214157
1.9,0.3736298733971798,0.10491048813220873,0.18917109749694502,0.9020026624444467
1.92,0.3742890678962274,0.10048725344664604,0.190661461562007,0.9019191829777002
1.94,0.3748526709132984,0.09607990551572478,0.19212302357499922,0.9018552382049217
1.956,0.37523208485481846,0.09257854978684257,0.19328088298411714,0.9018162755726643
1.972,0.3755461889173433,0.08910569258543545,0.19443441600896927,0.9017873881407856
1.992,0.37585665457948436,0.08476549873567506,0.1957939016341577,0.9017823093825273
2.012,0.37606887216899054,0.08050687226566597,0.19721304308277965,0.9017748402686632
2.028,0.37617132141485804,0.0771512703663968,0.19833990276852526,0.9017782994703425
2.052,0.3762172873548779,0.0722155769007455,0.20001398126132908,0.9017981317613285
2.068,0.3761815370405797,0.06900370112341198,0.20112510530487654,0.9018174052640369
2.088,0.37606666414155454,0.06509209033310373,0.20251206961400575,0.9018457437711631
2.112,0.3758660649228395,0.06055321858553503,0.20412431407455173,0.9018820728687016
2.132,0.375699495804939,0.0569388784241814,0.20542373587257243,0.9018918680838999
2.148,0.3755633981124798,0.05416101185295898,0.20644797105316737,0.9018857766043886
2.172,0.37534512583074076,0.050160192686129056,0.20794316783559577,0.9018645300350231
2.196,0.3751067441542034,0.046352826810713656,0.2093893836341957,0.9018328181863758
2.212,0.37493503278435697,0.04392459594758382,0.21033774923656787,0.9018050689078706
2.232,0.37469759879894343,0.040974328619592264,0.21145431111724672,0.9017815079931559
2.248,0.37448600809270205,0.03868190441242826,0.21230189188177553,0.9017715047157121
2.264,0.37425635699038784,0.03645844582686913,0.21312869045711755,0.9017644494457557
2.28,0.37400805279601124,0.03429380604848373,0.21392417845592862,0.9017640252207897
2.304,0.3736027796553971,0.031164092145954482,0.2150727556025573,0.9017724059827967
2.328,0.37316597923819933,0.028184051155169764,0.21617673002226578,0.901787354422626
2.344,0.37285866966885994,0.026282385012512913,0.21689393620109082,0.901799683482989
2.364,0.37245360301967156,0.023976415527485074,0.21774731292501942,0.901825677617383
2.38,0.3721159402134073,0.022199716933157435,0.2184063617116577,0.9018511854907416
2.4,0.3716930859891201,0.0200696788117983,0.2192087904985564,0.9018807925598792
2.424,0.3712693766380314,0.01768803203369377,0.2201626941328406,0.9018728134308918
2.448,0.37092622833509353,0.01547275435527877,0.2210886157835622,0.9018282269793243
2.464,0.3707312118074126,0.0140754452568148,0.22168743903403296,0.9017843033714669
2.48,0.37055704271048423,0.012726516901278805,0.2222564179630024,0.9017358806987094
2.5,0.37036178790500274,0.011081322381025493,0.22288510694049202,0.9016826378822114
2.52,0.3701927771620715,0.009505137374445936,0.22348873940925115,0.9016206205815114
2.54,0.37004191606757564,0.007986727807253286,0.22406452879726718,0.9015543685584518
2.564,0.36988305722660647,0.006238798124593242,0.22473440632178374,0.901466609470287
2.58,0.36978745779756994,0.005114693381978471,0.22516745766091995,0.9014048435512961
2.596,0.3696973483326245,0.0040172509134679246,0.2255882262561156,0.9013421572885316
2.616,0.3695829926557353,0.00263506738514479,0.2260314459577209,0.901283115007581
2.636,0.3694754740531382,0.0012857268956064886,0.22646518802913962,0.9012212489674692
2.652,0.3693918848877654,0.00022598595594543403,0.22680004751091523,0.9011721937335052
2.668,0.36931041782780166,-0.0008179637705994587,0.22712167797525565,0.9011242365028413
2.688,0.3692161967675627,-0.0020947658750706416,0.2275248566935954,0.9010590721961486
2.704,0.36915341407015023,-0.003078484356544976,0.2278895053137088,0.9009898185785963
2.724,0.3690796101717847,-0.004283420329916236,0.22833417895152036,0.9009025454444315
2.74,0.36904379761838857,-0.005244291965110125,0.22864790367348617,0.9008325643463955
2.768,0.3691085775840781,-0.006863392360585563,0.2291755016583496,0.9006610579118024
2.788,0.369223811329825,-0.007990712337556992,0.22953009386826345,0.9005142206940667
2.808,0.3693738114515119,-0.009107785368878981,0.22986191285843205,0.9003574493924732
2.824,0.3695079952795082,-0.009998987937896768,0.23011262970204305,0.9002288816275267
2.844,0.36967603681643896,-0.011126339114033892,0.2303609048179041,0.9000831549990739
2.864,0.36982738311276914,-0.01228059597240104,0.2305447472316757,0.8999588952760045
2.884,0.3699547446874443,-0.013458640936320175,0.23068788817012034,0.899853015841479
2.908,0.3700708407099247,-0.014891973581786335,0.2308458390753921,0.8997421856068922
2.928,0.3701371850608249,-0.0161023880996562,0.23097618816614263,0.8996605903522591
2.948,0.37016761320282837,-0.017331017976161694,0.2311012546190154,0.8995931213971949
2.964,0.37016550324761244,-0.018326315178001377,0.2312022406497186,0.8995483145979364
2.992,0.3700901711490762,-0.02013580912317246,0.23130720042483865,0.8995136427211241
3.016,0.36995766073416164,-0.021735014915634485,0.2313782652528028,0.8995126551412869
3.036,0.36983627528028395,-0.023083584002413275,0.23144125714215913,0.8995127692972827
3.056,0.36977392967762684,-0.024428917329472406,0.23151307206260546,0.899484389188056
3.076,0.3697666017749277,-0.025766074315483847,0.23159532318435316,0.8994289165383367
3.096,0.3698027832986975,-0.027097070461255847,0.2316944091779854,0.8993494042876877
3.112,0.36984752336079346,-0.028180976673415816,0.2317450939892115,0.8992846342674556
3.128,0.3699040291874079,-0.02927201219221227,0.23177949501917738,0.8992176734149498
3.148,0.3699881542587057,-0.030632156872990216,0.23183504322323778,0.8991234339106196
3.164,0.3700593880340313,-0.03171513208766442,0.23188963088835987,0.8990424899919917
3.184,0.37015076675332576,-0.03306156414528807,0.23197268730416984,0.8989349337928045
3.204,0.3702452636722428,-0.03439539885085501,0.23207709802064666,0.8988190150639211
3.224,0.37034193985996,-0.03571374773082403,0.2322044144275847,0.8986948791019805
3.244,0.37043724513600074,-0.03701664866548553,0.2323546468192221,0.8985640395871299
3.264,0.37051889283388556,-0.03830641050880048,0.23249009926944347,0.8984412739343443
3.284,0.3705903607263047,-0.03957333906404078,0.23264954224743387,0.8983156048205605
3.3,0.3706332489044515,-0.04057078326820566,0.23279299980657278,0.8982162465645966
3.316,0.3706599805588084,-0.0415561612909692,0.23295002534268336,0.8981194519459791
3.336,0.3706685585503955,-0.04277076965099522,0.23317810223555996,0.8979996957702471
3.356,0.37064103940465654,-0.04397365936523174,0.23343012296964746,0.897887473395994
3.376,0.3705745395126456,-0.04516735085715661,0.23370549574438423,0.8977840287844338
3.392,0.3704902006381974,-0.04611813180929489,0.2339319446696705,0.8977115207083816
3.412,0.370368122452245,-0.047311476708467644,0.23419343596943606,0.8976316129636326
3.432,0.3702870053570229,-0.048505472191515055,0.2344807994385353,0.8975263269263313
3.456,0.37021870068955876,-0.04994785631146463,0.23485852576452576,0.8973766200349427
3.48,0.37014563115988897,-0.05140378984264155,0.23529720981915253,0.8972096105004574
3.5,0.370046490117872,-0.05264374231669293,0.23566602449174656,0.897081800309533
3.52,0.36991638963171963,-0.053910305941240064,0.2360660142450195,0.8969550604760675
3.536,0.36978386800809165,-0.05494762892716369,0.23640652847101082,0.8968570690653791
3.556,0.3695791563745436,-0.05627498988291735,0.23685735418578083,0.8967401889372807
3.576,0.36933142164732524,-0.05764454261253368,0.23733466676883253,0.8966290557642468
3.596,0.36904181457807633,-0.05906358970320708,0.23784135160094735,0.896521680124316
3.616,0.3687113202446751,-0.06054441595808327,0.2383655219312718,0.896419663982309
3.632,0.36842208599176274,-0.06176338176403328,0.23882695844458235,0.896332602969823
3.648,0.3681053698162637,-0.06302332858999231,0.23930450441805215,0.8962476504466276
3.664,0.367759335035498,-0.06432542462329957,0.23979721900434298,0.8961655008976098
3.684,0.36727773055549284,-0.0660144733662054,0.24043519626174062,0.8960692352395364
3.708,0.3666217544662084,-0.06812321484297432,0.2412625959857745,0.8959576309903176
3.728,0.3660051261307199,-0.06995751661212236,0.24198681374403067,0.8958730800116232
3.748,0.3653505004026581,-0.07187449396942844,0.24272858195571678,0.8957878680100178
3.772,0.36458624049118943,-0.07427390017062604,0.24367337415052756,0.8956469995081999
3.788,0.36407371247952286,-0.07593304845864345,0.24432798726776095,0.8955380163180344
3.808,0.363405345814515,-0.07807128274706235,0.24516063819814637,0.8953980628312409
3.832,0.3625306553279673,-0.08072307712685356,0.24618147147798736,0.8952373941405596
3.852,0.3617175098419056,-0.0830017969249812,0.24705125003774886,0.8951183299630171
3.872,0.36081417542549665,-0.08534540023644382,0.24790482748249706,0.8950265303226344
3.888,0.3600271882969636,-0.08725737333262655,0.24859747840559354,0.8949669648743767
3.908,0.358959525421571,-0.08968771355265265,0.24947553218020804,0.8949112425208546
3.932,0.3575491405248272,-0.09265230625516915,0.2505562663608963,0.8948719012477949
3.948,0.3565289949217074,-0.09465244130248965,0.2512886355284822,0.8948642426590916
3.964,0.35544827977153926,-0.09666767713508793,0.25203301492951935,0.8948693982868654
3.988,0.3537049406625228,-0.09973085056257909,0.25315009064271693,0.8949087126654707
4.004,0.35246523788573497,-0.10178914531507656,0.2539038532798684,0.8949525458189465
4.024,0.350836743143632,-0.10436910678969372,0.25486421760115424,0.8950222901106107
4.044,0.34912516345501593,-0.10695031289676286,0.2558481890310153,0.8951061138118446
4.064,0.3473359104691439,-0.10952643413867079,0.25686132332321016,0.8952005284315283
4.08,0.34587029049975304,-0.11158171768271749,0.2576909011986752,0.8952757462748588
4.1,0.3440578993750208,-0.1141565038079157,0.258757261929317,0.8953419089458754
4.12,0.34224684441459446,-0.11674066993751349,0.2598072049447475,0.8953987545946168
4.136,0.34079934705893283,-0.11880326252546636,0.2606630267058181,0.8954308328207558
4.156,0.3389816540486741,-0.12136268690721506,0.2617609366939025,0.8954572845570118
4.176,0.33715234373021447,-0.12389342008115788,0.2628893051062294,0.8954707872614165
4.196,0.335313003632036,-0.12638753615370427,0.26405293854751216,0.8954705053460343
4.224,0.33272883692397265,-0.1298095243904662,0.26574917366290923,0.8954431222329101
4.244,0.33087861527015805,-0.1322058179863023,0.2670054723093702,0.8954044010414096
4.26,0.3293994748749278,-0.1340924065955008,0.268041326801186,0.8953597375201816
4.276,0.3279181282257805,-0.13595079574601382,0.2691035338750081,0.8953046243446465
4.296,0.32605899090609153,-0.138234589600328,0.2704620491488486,0.8952245599052431
4.32,0.32382129071752913,-0.14091644389552663,0.2721357684312773,0.8951114182369648
4.34,0.32195392942224277,-0.14310252359706202,0.27356872084881634,0.8950013910843225
4.364,0.31969268546452734,-0.14567635254347103,0.2753072488609809,0.8948636241879022
4.38,0.31819692102761143,-0.14737501384950225,0.27648219738856056,0.8947563463136767
4.4,0.3163881521206545,-0.1495017683480521,0.27797702940540336,0.8945817623791749
4.416,0.3149733345865792,-0.15120290200959488,0.27918774998142926,0.8944180684576954
4.432,0.31357693173109147,-0.1528989246791055,0.2804135326068975,0.8942369246732145
4.452,0.3118487204127148,-0.15500777586958608,0.2819664651910622,0.8939898643187036
4.48,0.309434181561435,-0.15794005728511104,0.2841872652637854,0.8936123453981999
4.5,0.30768856853607074,-0.160037408734503,0.2858006901328599,0.8933273409659811
4.524,0.3055692675717278,-0.16252946566796997,0.28776295183032524,0.8929748479432441
4.544,0.30377385238280324,-0.16457803439063415,0.2894235534680065,0.8926754863345235
4.564,0.301946431720537,-0.16659423460343048,0.29110368791318814,0.8923751208160576
4.584,0.3000880093712117,-0.16856830728895017,0.29279562177353075,0.8920777075342782
4.604,0.2981940049493121,-0.17049375285830157,0.29449548037061857,0.8917873220055669
4.62,0.29665452047387364,-0.17199104387002603,0.2958743428003892,0.8915568123139169
4.644,0.2942990297157507,-0.174159106696218,0.2979527231298685,0.8912243608893549
4.66,0.2926978296336356,-0.17554734246592432,0.2993434493793365,0.8910132492811718
4.676,0.29107523204620367,-0.17688736461375695,0.3007382043855887,0.8908100818649172
4.7,0.2886047651160902,-0.1788061347146764,0.30284702648218,0.8905163301655874
4.72,0.28651312637056725,-0.18031822465698408,0.30460919570397343,0.8902857991490684
4.74,0.28439378338311877,-0.18175130696133496,0.3063858737053507,0.8900642307073637
4.76,0.2822745550734564,-0.18313570103612078,0.30817133420320797,0.8898386479241647
4.78,0.2801908637341794,-0.1845006581996341,0.30996687036010356,0.8895915502538
4.8,0.2781255832830534,-0.1858377805075356,0.3117690300067922,0.8893315192818246
4.82,0.2760613855127068,-0.18713732249841736,0.31358696113804774,0.8890629627653671
4.84,0.27397954985260625,-0.1883930484617404,0.31542028044884884,0.888793177423986
4.856,0.2722835097053381,-0.18936755132832706,0.31686964457652267,0.88859172244198
4.88,0.26965934014985454,-0.19078209758494147,0.3189714001099016,0.8883373668955753
4.9,0.26742213378224133,-0.19190654412310063,0.32072681795493213,0.8881393972404249
4.916,0.26559611859770194,-0.19277410507977047,0.32212592011823105,0.8879930955725457
4.932,0.2637363683526352,-0.19361453179425175,0.3235170155866188,0.8878588185698125
4.956,0.2608919656987798,-0.19482604946091142,0.32559091909269605,0.887676036676475
4.976,0.2584727124264361,-0.19580163827002764,0.3272858129465687,0.887545814043195
4.996,0.2560122565694653,-0.19674724960341616,0.32896404757720593,0.8874293772809886
5.012,0.2540212159769727,-0.19747956451187537,0.33030361808034886,0.8873412890860041
5.036,0.251000693712088,-0.19854154065671292,0.33231117045350805,0.8872142888736233
5.056,0.24846302797523223,-0.19939564721678948,0.333987382486344,0.8871076191422872
5.072,0.24642038934891447,-0.2000595493547175,0.3353269377623099,0.8870225550886904
5.092,0.24386975582060907,-0.20088390956764485,0.3370032632033626,0.886905856144326
5.112,0.24136600098492705,-0.20174683758699924,0.33869385283635883,0.886750890128142
5.128,0.23938636744954223,-0.20245980063282693,0.34005248676227073,0.8866050431019578
5.148,0.23692374722146242,-0.20337005784123888,0.34174875231986657,0.8864059723760926
5.172,0.23397101641912407,-0.20447797553368094,0.3437777141206989,0.88615077964836
5.192,0.2315002411382844,-0.2054156915561989,0.34544840718048253,0.8859330843759434
5.208,0.22951267600954967,-0.20617045041775237,0.3467757573831268,0.885756315821025
5.232,0.22651725882824136,-0.20729872057391496,0.3487569682821286,0.885486165321636
5.248,0.22451274206016716,-0.2080468039088353,0.3500715708408665,0.88530246318699
5.268,0.22199217789098996,-0.20898078597545225,0.3517057670774792,0.885070368644629
5.288,0.21944822445039314,-0.20990984167474283,0.353323874254766,0.8848404234862107
5.304,0.2173959215698075,-0.2106521522165569,0.3546066437161651,0.8846574547720171
5.32,0.21532626563013,-0.21139991530988217,0.3558715187779983,0.8844773243330765
5.348,0.21165937045234448,-0.21272004926023735,0.35805264383930824,0.8841655929644181
5.368,0.20897950352334727,-0.21367281957688147,0.3595426093815733,0.8839686676123143
5.388,0.2062684686535664,-0.21463726370716998,0.3610085648146436,0.883774281136356
5.408,0.20352657160486157,-0.21561510746880388,0.3624493122957034,0.8835822293925785
5.428,0.20077511614546115,-0.2166303990195913,0.36387455356089227,0.8833775705938264
5.448,0.19805461734300903,-0.21773221846178656,0.36529186516796847,0.8831358348719238
5.472,0.1948197905847203,-0.21914670020492194,0.3669848133710855,0.8828035567105568
5.492,0.19211981969852368,-0.22038838978657316,0.3683593446282732,0.8825136405468855
5.516,0.1888708764126354,-0.22192773180186934,0.36998599007954996,0.8821486501974912
5.536,0.1861574409923384,-0.2232293593450211,0.3713385330143441,0.881828642190959
5.556,0.18343945318644497,-0.22453446236496977,0.3726863979890826,0.8814982081541942
5.588,0.17907434939906558,-0.2265961985676106,0.37481836748996467,0.8809640921026052
5.604,0.17687792116035417,-0.22759844122214035,0.375840323152185,0.8807140296668974
5.628,0.17357555774483965,-0.22905151985304356,0.37734186031862105,0.8803522292002565
5.648,0.17081915719522414,-0.23020700780295988,0.3785763404420493,0.8800599431578663
5.668,0.1680599862145646,-0.23129997857979925,0.37980276015673864,0.8797761217036227
5.684,0.16585424898393822,-0.23212520025875863,0.38078087914550274,0.8795545358736905
5.7,0.16364995117802983,-0.2329060254988075,0.38175190490678373,0.8793400706585703
5.72,0.1609017493289091,-0.2338189116852397,0.3829576541665712,0.8790806440347005
5.74,0.15815572522680346,-0.23465511117169124,0.38414729740282866,0.8788370720885003
5.768,0.15434424541914604,-0.23573796016277326,0.3857990161618672,0.8785013302054951
5.792,0.15114830040004065,-0.23666315955807737,0.38720761975209206,0.8781884760118903
5.812,0.14852029275316828,-0.23741044785036178,0.38837693109641386,0.8779187669050795
5.836,0.1453962333509333,-0.23825147613695166,0.3897707854839875,0.8775960940142794
5.856,0.14280330557750576,-0.23888646381958226,0.39091637959983655,0.8773396477308372
5.876,0.1402152872946113,-0.23944738719618477,0.39205534058552854,0.8770959080352475
5.896,0.1376258899021091,-0.23992526310266793,0.3931864998843053,0.8768690659742179
5.912,0.13554535505629003,-0.2402439929919344,0.39407220645475455,0.8767082619970208
5.932,0.1329332181401979,-0.2405646935694521,0.39515461940641067,0.8765330652545293
5.948,0.13083247920919958,-0.24075990347214687,0.395996586788871,0.8764155604024959
5.968,0.12818654437955415,-0.2409230479918063,0.39701796499905834,0.8762996235616974
5.984,0.12604194294019364,-0.2409852097974984,0.397803545697782,0.8762373515828855
6.004,0.12333441205976634,-0.24097676703478804,0.3987510358938904,0.8761942889136419
6.028,0.12005723508747582,-0.2408462597869556,0.39985206046769906,0.8761835818990907
6.048,0.11730290171885077,-0.2406431332672207,0.4007382864240492,0.876207588105461
6.064,0.11509737585632117,-0.24045673200071913,0.4014300993674982,0.8762345744310274
6.084,0.11235081945280467,-0.24022716090796364,0.40227781719142686,0.8762652351463475
6.108,0.10906118635662933,-0.23993349594012192,0.40326516658857015,0.8763074691982997
6.124,0.10686965222215868,-0.2397130869755129,0.4039072272114197,0.876342093689997
6.144,0.104129928716564,-0.2393970872848354,0.4046906379580297,0.8763968736218445
6.164,0.10138530477711896,-0.23902351825851745,0.4054468461641876,0.8764711248124974
6.188,0.09807943567271184,-0.23848564746334622,0.40631913669041825,0.8765898581499014
6.208,0.09531829275470208,-0.23796549437577658,0.4070157163322093,0.8767126400431329
6.228,0.09255081090329272,-0.23738012165531902,0.4076814430428205,0.8768585212236764
6.244,0.09032725295453008,-0.23685305655489367,0.40817899081458475,0.877001441522122
6.268,0.08698466162813166,-0.23597073250753345,0.4088922970581076,0.8772448754183987
6.288,0.0841972987267993,-0.23515983954622288,0.40945897772948586,0.877470233289101
6.304,0.0819682348551553,-0.23446910026280168,0.40989428219853186,0.8776628777142353
6.328,0.07863151006620848,-0.23337074729302318,0.4105154937314793,0.8779705059619051
6.348,0.0758652774194838,-0.23241364767386954,0.41101689538673547,0.8782331511413359
6.372,0.07257241242011553,-0.2313196854550068,0.4116408366376457,0.8785079792971606
6.388,0.07039703164032017,-0.23062558284134155,0.4120490533123,0.8786760928463688
6.408,0.06769441514209129,-0.22977690919561908,0.4125523335101295,0.8788746271650043
6.428,0.06500517299423288,-0.22893104650892837,0.41304535662112957,0.8790667988281896
6.452,0.061796253171259745,-0.22789296994227365,0.41361894893997947,0.8792982329236596
6.472,0.05913860723374556,-0.22699406077946882,0.41408056966753726,0.8794962213273617
6.496,0.055968264269311827,-0.2258577929105922,0.41460416613760737,0.8797495076427015
6.512,0.053864862201026625,-0.22505713340666925,0.4149363286481777,0.8799293758539992
6.536,0.05072788320587093,-0.22378234141676465,0.41540815653260266,0.8802182735104214
6.552,0.04865074566565151,-0.22288568891672728,0.4157058417384217,0.8804224711846254
6.572,0.04607085507178923,-0.22171456778214665,0.4160600484380734,0.8806895950559642
6.592,0.0435110258287553,-0.2204862425664371,0.4163928393068855,0.8809708342755815
6.612,0.04097190565265845,-0.2192046877247653,0.4167060251611089,0.8812642602653912
6.632,0.03845426858511235,-0.21786240132670487,0.41699858423442915,0.8815721320812198
6.656,0.035467138547931876,-0.21617905413817573,0.41734062808149025,0.8819498278177125
6.676,0.0330058363644253,-0.21472429521078773,0.41761944304934834,0.8822687190415783
6.696,0.03056622612017313,-0.21322916822730256,0.41788306309165457,0.8825943423900923
6.72,0.027667055898009177,-0.21138670571005555,0.41818230294454434,0.8829913681180492
6.744,0.024797058022627123,-0.2095746687602918,0.4184706671094898,0.883371872371073
6.764,0.022426007868832133,-0.20812560662359783,0.4187071277150746,0.8836657440679812
6.788,0.019604105893261274,-0.20643343893423075,0.4189825853414898,0.8839991558267883
6.812,0.016813160827049197,-0.20477350992702847,0.4192816020054852,0.8843008908029455
6.832,0.0144999147335044,-0.2034091829581119,0.4195217434250578,0.8845427991649892
